card_no,bill_cyc,pos_dt,cst_id,open_dt,exp_dt,cr_lmt_amt,prev_cr_lmt_amt
1234000000004650,10,2017-02-23 00:00:00,1000010209,2014-06-20 00:00:00,0619,52000.00,92000.00
1234000000006199,5,2017-02-23 00:00:00,1000008195,2015-08-30 00:00:00,0820,47000.00,0.00
1234000000020009,20,2017-02-23 00:00:00,1000007331,2012-06-07 00:00:00,0617,203000.00,0.00
1234000000019131,5,2017-02-23 00:00:00,1000007228,2012-05-11 00:00:00,0517,60000.00,30000.00
1234000000011178,5,2017-02-23 00:00:00,1000005361,2015-05-24 00:00:00,0520,100000.00,190000.00
1234000000025637,17,2017-02-23 00:00:00,1000013154,2015-11-11 00:00:00,1120,26000.00,0.00
1234000000002972,10,2017-02-23 00:00:00,1000009657,2014-04-08 00:00:00,0419,78000.00,0.00
1234000000024104,5,2017-02-23 00:00:00,1000005895,2014-10-31 00:00:00,1019,47000.00,0.00
1234000000025763,25,2017-02-23 00:00:00,1000004894,2015-06-02 00:00:00,0620,300000.00,0.00
1234000000006983,25,2017-02-23 00:00:00,1000003688,2012-06-25 00:00:00,0617,128000.00,0.00
1234000000010139,17,2017-02-23 00:00:00,1000013635,2016-02-05 00:00:00,0221,104000.00,0.00
1234000000017543,25,2017-02-23 00:00:00,1000007466,2012-07-05 00:00:00,0717,72000.00,122258.00
1234000000005754,10,2017-02-23 00:00:00,1000010651,2015-03-25 00:00:00,0320,78000.00,0.00
1234000000007177,25,2017-02-23 00:00:00,1000003224,2009-04-07 00:00:00,0419,234000.00,290000.00
1234000000024762,20,2017-02-23 00:00:00,1000008223,2015-11-25 00:00:00,1120,500000.00,0.00
1234000000010086,17,2017-02-23 00:00:00,1000012434,2015-07-15 00:00:00,0720,30000.00,115296.00
1234000000022680,17,2017-02-23 00:00:00,1000011422,2015-02-09 00:00:00,0220,130000.00,0.00
1234000000012991,20,2017-02-23 00:00:00,1000012263,2015-06-19 00:00:00,0620,0.00,0.00
1234000000023522,17,2017-02-23 00:00:00,1000012791,2015-09-14 00:00:00,0920,56000.00,71000.00
1234000000019749,25,2017-02-23 00:00:00,1000003451,2015-09-07 00:00:00,0920,87000.00,127000.00
1234000000018006,20,2017-02-23 00:00:00,1000005932,2011-06-21 00:00:00,0621,50000.00,0.00
1234000000008354,5,2017-02-23 00:00:00,1000008678,2014-12-05 00:00:00,1219,95000.00,0.00
1234000000014464,17,2017-02-23 00:00:00,1000006755,2012-01-19 00:00:00,0122,131000.00,170300.00
1234000000019717,20,2017-02-23 00:00:00,1000009192,2014-02-03 00:00:00,0219,150000.00,0.00
1234000000024175,20,2017-02-23 00:00:00,1000004662,2010-09-21 00:00:00,0920,35000.00,0.00
1234000000008506,17,2017-02-23 00:00:00,1000001324,2015-02-19 00:00:00,0220,128000.00,0.00
1234000000021787,10,2017-02-23 00:00:00,1000010003,2014-05-27 00:00:00,0519,276000.00,0.00
1234000000024061,25,2017-02-23 00:00:00,1000004045,2010-03-26 00:00:00,0320,61000.00,49000.00
1234000000026958,10,2017-02-23 00:00:00,1000010530,2014-08-13 00:00:00,0819,100000.00,0.00
1234000000011200,17,2017-02-23 00:00:00,1000013781,2016-05-30 00:00:00,0521,149000.00,0.00
1234000000008042,17,2017-02-23 00:00:00,1000005413,2011-03-02 00:00:00,0319,61000.00,76000.00
1234000000003205,20,2017-02-23 00:00:00,1000013420,2015-12-22 00:00:00,1220,108000.00,0.00
1234000000006867,10,2017-02-23 00:00:00,1000009546,2014-03-24 00:00:00,0319,76000.00,91200.00
1234000000008287,5,2017-02-23 00:00:00,1000000767,2010-01-23 00:00:00,0119,200000.00,84000.00
1234000000022842,5,2017-02-23 00:00:00,1000003199,2009-03-09 00:00:00,0319,79000.00,0.00
1234000000005051,10,2017-02-23 00:00:00,1000000549,2016-06-02 00:00:00,0621,315000.00,416154.00
1234000000003400,25,2017-02-23 00:00:00,1000006286,2011-08-30 00:00:00,0821,100000.00,0.00
1234000000021941,5,2017-02-23 00:00:00,1000007706,2012-09-06 00:00:00,0919,70000.00,45000.00
1234000000023188,5,2017-02-23 00:00:00,1000003102,2011-04-24 00:00:00,0421,80000.00,0.00
1234000000011563,25,2017-02-23 00:00:00,1000005661,2011-04-29 00:00:00,0617,97000.00,137000.00
1234000000010930,17,2017-02-23 00:00:00,1000001179,2015-07-02 00:00:00,0720,69000.00,60000.00
1234000000004732,20,2017-02-23 00:00:00,1000001238,2009-11-22 00:00:00,0619,400000.00,250000.00
1234000000003256,17,2017-02-23 00:00:00,1000009563,2014-03-26 00:00:00,0319,20000.00,24000.00
1234000000016915,17,2017-02-23 00:00:00,1000001181,2011-01-05 00:00:00,0121,30000.00,15000.00
1234000000003450,5,2017-02-23 00:00:00,1000004609,2010-09-10 00:00:00,0920,167000.00,160000.00
1234000000011425,5,2017-02-23 00:00:00,1000002427,2009-11-22 00:00:00,1119,114000.00,0.00
1234000000000189,5,2017-02-23 00:00:00,1000001270,2015-04-21 00:00:00,0420,600000.00,0.00
1234000000002568,25,2017-02-23 00:00:00,1000006485,2011-10-25 00:00:00,1021,54000.00,43000.00
1234000000008407,20,2017-02-23 00:00:00,1000009084,2014-01-16 00:00:00,0119,50000.00,0.00
1234000000016143,25,2017-02-23 00:00:00,1000005992,2011-06-28 00:00:00,0621,48000.00,33000.00
1234000000002092,20,2017-02-23 00:00:00,1000012073,2015-05-21 00:00:00,0520,130000.00,0.00
1234000000025279,10,2017-02-23 00:00:00,1000010122,2014-06-10 00:00:00,0619,120000.00,100000.00
1234000000019585,25,2017-02-23 00:00:00,1000001647,2010-01-25 00:00:00,0120,63000.00,0.00
1234000000000699,10,2017-02-23 00:00:00,1000008427,2015-12-24 00:00:00,1220,100000.00,0.00
1234000000019392,17,2017-02-23 00:00:00,1000006711,2012-01-06 00:00:00,0122,248000.00,48000.00
1234000000001840,20,2017-02-23 00:00:00,1000006101,2011-07-21 00:00:00,0721,66000.00,0.00
1234000000022416,17,2017-02-23 00:00:00,1000007929,2015-01-15 00:00:00,0120,100000.00,0.00
1234000000019711,25,2017-02-23 00:00:00,1000005979,2011-06-27 00:00:00,0621,34000.00,54000.00
1234000000009716,17,2017-02-23 00:00:00,1000012348,2015-07-02 00:00:00,0720,50000.00,126000.00
1234000000004177,10,2017-02-23 00:00:00,1000003100,2009-01-16 00:00:00,0119,0.00,134000.00
1234000000026078,25,2017-02-23 00:00:00,1000000160,2011-10-21 00:00:00,1021,190000.00,100000.00
1234000000004456,20,2017-02-23 00:00:00,1000012635,2015-08-19 00:00:00,0820,500000.00,0.00
1234000000011072,20,2017-02-23 00:00:00,1000008397,2014-01-21 00:00:00,0119,30000.00,0.00
1234000000026840,25,2017-02-23 00:00:00,1000005536,2011-03-31 00:00:00,0321,93000.00,0.00
1234000000004562,5,2017-02-23 00:00:00,1000005909,2011-06-17 00:00:00,0621,90000.00,108000.00
1234000000011440,10,2017-02-23 00:00:00,1000010451,2014-07-29 00:00:00,0719,40000.00,0.00
1234000000025524,5,2017-02-23 00:00:00,1000005711,2011-05-12 00:00:00,0521,80000.00,40000.00
1234000000002939,5,2017-02-23 00:00:00,1000007626,2014-09-23 00:00:00,0919,400000.00,0.00
1234000000021223,5,2017-02-23 00:00:00,1000004796,2010-10-15 00:00:00,1020,230000.00,250000.00
1234000000023644,17,2017-02-23 00:00:00,1000005259,2011-01-20 00:00:00,0121,200000.00,118000.00
1234000000001001,10,2017-02-23 00:00:00,1000008670,2015-05-12 00:00:00,0520,110000.00,230000.00
1234000000008067,25,2017-02-23 00:00:00,1000006298,2011-08-31 00:00:00,0821,40000.00,28000.00
1234000000002846,20,2017-02-23 00:00:00,1000012440,2015-07-16 00:00:00,0720,39000.00,42900.00
1234000000022076,5,2017-02-23 00:00:00,1000001115,2010-07-05 00:00:00,0720,100000.00,120000.00
1234000000004438,5,2017-02-23 00:00:00,1000007643,2014-02-12 00:00:00,0219,30000.00,0.00
1234000000012444,17,2017-02-23 00:00:00,1000001430,2003-11-07 00:00:00,1119,69000.00,60000.00
1234000000012484,20,2017-02-23 00:00:00,1000006312,2011-09-06 00:00:00,0921,60000.00,30000.00
1234000000016717,25,2017-02-23 00:00:00,1000002252,2011-04-10 00:00:00,0421,88000.00,108000.00
1234000000000890,20,2017-02-23 00:00:00,1000005158,2010-12-23 00:00:00,1220,75000.00,0.00
1234000000014376,5,2017-02-23 00:00:00,1000000467,2011-09-17 00:00:00,0921,60000.00,15000.00
1234000000007615,25,2017-02-23 00:00:00,1000008027,2014-12-19 00:00:00,1219,40000.00,55000.00
1234000000025694,20,2017-02-23 00:00:00,1000000625,2013-01-08 00:00:00,0119,202000.00,402000.00
1234000000006125,20,2017-02-23 00:00:00,1000003753,2009-11-25 00:00:00,1119,52000.00,59600.00
1234000000004856,20,2017-02-23 00:00:00,1000012266,2016-02-24 00:00:00,0219,199000.00,0.00
1234000000008943,20,2017-02-23 00:00:00,1000009176,2014-01-30 00:00:00,0119,52000.00,0.00
1234000000016988,5,2017-02-23 00:00:00,1000004589,2010-10-13 00:00:00,1020,150000.00,0.00
1234000000002818,10,2017-02-23 00:00:00,1000010736,2015-09-25 00:00:00,0920,95000.00,0.00
1234000000020847,20,2017-02-23 00:00:00,1000006374,2011-09-21 00:00:00,0921,32000.00,0.00
1234000000024542,17,2017-02-23 00:00:00,1000005117,2010-12-15 00:00:00,1220,120000.00,220000.00
1234000000016066,20,2017-02-23 00:00:00,1000012054,2015-05-19 00:00:00,0520,130000.00,0.00
1234000000007125,5,2017-02-23 00:00:00,1000005101,2014-10-09 00:00:00,1019,80000.00,0.00
1234000000016863,17,2017-02-23 00:00:00,1000011019,2014-11-07 00:00:00,1119,30000.00,37000.00
1234000000022363,17,2017-02-23 00:00:00,1000012165,2015-06-04 00:00:00,0620,83000.00,198961.00
1234000000023134,17,2017-02-23 00:00:00,1000011291,2015-01-13 00:00:00,0120,110000.00,60000.00
1234000000011324,5,2017-02-23 00:00:00,1000004617,2010-09-13 00:00:00,0920,66000.00,52000.00
1234000000011323,20,2017-02-23 00:00:00,1000013422,2015-12-22 00:00:00,1220,30000.00,0.00
1234000000015645,17,2017-02-23 00:00:00,1000006989,2012-03-20 00:00:00,0322,78000.00,65000.00
1234000000012771,17,2017-02-23 00:00:00,1000013302,2016-02-03 00:00:00,0221,170000.00,0.00
1234000000005428,5,2017-02-23 00:00:00,1000000712,1995-07-18 00:00:00,0321,70000.00,70000.00
1234000000019511,25,2017-02-23 00:00:00,1000003770,2015-03-13 00:00:00,0320,200000.00,0.00
1234000000018934,17,2017-02-23 00:00:00,1000002957,2015-07-16 00:00:00,0720,30000.00,40000.00
1234000000009861,25,2017-02-23 00:00:00,1000006682,2014-10-27 00:00:00,1019,80000.00,0.00
1234000000016997,17,2017-02-23 00:00:00,1000011139,2014-12-03 00:00:00,1219,55000.00,0.00
1234000000015617,5,2017-02-23 00:00:00,1000004812,2010-10-19 00:00:00,1020,50000.00,51666.00
1234000000026798,5,2017-02-23 00:00:00,1000008349,2016-05-26 00:00:00,0521,21000.00,0.00
1234000000013796,25,2017-02-23 00:00:00,1000006189,2011-08-05 00:00:00,0821,98000.00,228161.00
1234000000007344,25,2017-02-23 00:00:00,1000002163,2006-09-03 00:00:00,0921,30000.00,36000.00
1234000000024835,25,2017-02-23 00:00:00,1000006881,2014-10-14 00:00:00,1019,70000.00,0.00
1234000000005147,17,2017-02-23 00:00:00,1000001187,2002-10-17 00:00:00,1021,55000.00,50000.00
1234000000004000,25,2017-02-23 00:00:00,1000002113,2009-11-22 00:00:00,1119,72000.00,49000.00
1234000000004631,17,2017-02-23 00:00:00,1000010148,2014-06-12 00:00:00,0619,207000.00,120000.00
1234000000025527,25,2017-02-23 00:00:00,1000006131,2011-07-26 00:00:00,0719,47000.00,30000.00
1234000000023380,5,2017-02-23 00:00:00,1000003659,2009-10-12 00:00:00,1019,148000.00,0.00
1234000000001956,20,2017-02-23 00:00:00,1000002236,2009-05-07 00:00:00,0519,300000.00,193000.00
1234000000017893,5,2017-02-23 00:00:00,1000003241,2015-03-20 00:00:00,0320,62000.00,0.00
1234000000019738,5,2017-02-23 00:00:00,1000006515,2011-11-11 00:00:00,1119,62000.00,74400.00
1234000000000307,17,2017-02-23 00:00:00,1000003866,2011-04-10 00:00:00,0421,63000.00,0.00
1234000000012361,5,2017-02-23 00:00:00,1000008127,2015-03-05 00:00:00,0320,59000.00,0.00
1234000000003619,20,2017-02-23 00:00:00,1000003182,2011-04-24 00:00:00,0421,77000.00,100100.00
1234000000009125,25,2017-02-23 00:00:00,1000008407,2013-05-27 00:00:00,0519,125000.00,155000.00
1234000000008869,20,2017-02-23 00:00:00,1000004040,2010-03-25 00:00:00,0319,100000.00,130000.00
1234000000009148,20,2017-02-23 00:00:00,1000012614,2015-08-17 00:00:00,0820,39000.00,0.00
1234000000017947,25,2017-02-23 00:00:00,1000005654,2013-10-10 00:00:00,1019,231000.00,0.00
1234000000011070,10,2017-02-23 00:00:00,1000010888,2014-11-04 00:00:00,1119,56000.00,0.00
1234000000025421,20,2017-02-23 00:00:00,1000012888,2015-09-28 00:00:00,0920,120000.00,0.00
1234000000007675,10,2017-02-23 00:00:00,1000007289,2012-05-29 00:00:00,0517,300000.00,160000.00
1234000000003886,5,2017-02-23 00:00:00,1000000738,2003-04-21 00:00:00,1020,80000.00,0.00
1234000000008415,5,2017-02-23 00:00:00,1000003729,2011-04-10 00:00:00,0421,80000.00,0.00
1234000000022543,17,2017-02-23 00:00:00,1000007500,2012-07-12 00:00:00,0720,100000.00,67000.00
1234000000020648,17,2017-02-23 00:00:00,1000011800,2015-04-07 00:00:00,0420,30000.00,0.00
1234000000014032,17,2017-02-23 00:00:00,1000013348,2015-12-11 00:00:00,1220,52000.00,0.00
1234000000022345,20,2017-02-23 00:00:00,1000003356,2009-06-23 00:00:00,0619,30000.00,0.00
1234000000010704,17,2017-02-23 00:00:00,1000013795,2016-04-11 00:00:00,0421,43000.00,46000.00
1234000000024415,17,2017-02-23 00:00:00,1000010616,2014-08-26 00:00:00,0819,31000.00,0.00
1234000000013481,20,2017-02-23 00:00:00,1000006631,2011-12-14 00:00:00,1221,300000.00,360000.00
1234000000022856,25,2017-02-23 00:00:00,1000000049,2011-07-28 00:00:00,0721,200000.00,0.00
1234000000024216,25,2017-02-23 00:00:00,1000005508,2011-03-26 00:00:00,0321,62000.00,74400.00
1234000000005764,17,2017-02-23 00:00:00,1000012726,2015-09-04 00:00:00,0920,34000.00,44000.00
1234000000006509,5,2017-02-23 00:00:00,1000001817,2006-02-09 00:00:00,0221,100000.00,30000.00
1234000000002485,25,2017-02-23 00:00:00,1000002559,2007-05-29 00:00:00,0517,48000.00,40000.00
1234000000008257,10,2017-02-23 00:00:00,1000003435,2015-05-22 00:00:00,0520,140000.00,0.00
1234000000005521,20,2017-02-23 00:00:00,1000003674,2009-10-22 00:00:00,1019,40000.00,40000.00
1234000000022315,20,2017-02-23 00:00:00,1000002929,2009-03-21 00:00:00,0319,60000.00,33000.00
1234000000019929,20,2017-02-23 00:00:00,1000003414,2009-07-22 00:00:00,0719,124000.00,124000.00
1234000000027482,20,2017-02-23 00:00:00,1000000451,2003-04-09 00:00:00,0517,127000.00,77000.00
1234000000023311,25,2017-02-23 00:00:00,1000003823,2010-01-05 00:00:00,0120,62000.00,62000.00
1234000000008125,10,2017-02-23 00:00:00,1000010027,2014-06-30 00:00:00,0619,54000.00,0.00
1234000000008834,10,2017-02-23 00:00:00,1000009731,2015-08-21 00:00:00,0820,180000.00,0.00
1234000000013905,20,2017-02-23 00:00:00,1000004437,2010-07-22 00:00:00,0719,110000.00,38000.00
1234000000006455,25,2017-02-23 00:00:00,1000001793,2011-04-24 00:00:00,0421,160000.00,160000.00
1234000000023848,17,2017-02-23 00:00:00,1000011592,2015-03-10 00:00:00,0320,60000.00,85000.00
1234000000020876,17,2017-02-23 00:00:00,1000002920,2015-04-24 00:00:00,0420,66000.00,0.00
1234000000014544,10,2017-02-23 00:00:00,1000010315,2015-05-19 00:00:00,0520,200000.00,0.00
1234000000025191,20,2017-02-23 00:00:00,1000013685,2016-02-24 00:00:00,0219,45000.00,0.00
1234000000027419,17,2017-02-23 00:00:00,1000001217,2011-04-24 00:00:00,0421,60000.00,0.00
1234000000027292,10,2017-02-23 00:00:00,1000009842,2014-05-06 00:00:00,0519,85000.00,0.00
1234000000014092,5,2017-02-23 00:00:00,1000000871,2010-10-12 00:00:00,1019,51000.00,40000.00
1234000000006692,10,2017-02-23 00:00:00,1000010699,2014-09-11 00:00:00,0919,170000.00,0.00
1234000000026658,5,2017-02-23 00:00:00,1000007092,2012-04-07 00:00:00,0417,61000.00,64000.00
1234000000014837,25,2017-02-23 00:00:00,1000004644,2010-09-20 00:00:00,0920,175000.00,0.00
1234000000009544,20,2017-02-23 00:00:00,1000003962,2010-02-23 00:00:00,0220,50000.00,0.00
1234000000026076,25,2017-02-23 00:00:00,1000003219,2015-01-16 00:00:00,0120,286000.00,0.00
1234000000019048,17,2017-02-23 00:00:00,1000003473,2014-11-24 00:00:00,1119,150000.00,0.00
1234000000018822,25,2017-02-23 00:00:00,1000005048,2010-11-26 00:00:00,1119,200000.00,0.00
1234000000012380,17,2017-02-23 00:00:00,1000011046,2016-07-26 00:00:00,0721,153000.00,0.00
1234000000002466,5,2017-02-23 00:00:00,1000003852,2010-01-14 00:00:00,0120,155000.00,0.00
1234000000025721,25,2017-02-23 00:00:00,1000001599,2010-07-16 00:00:00,0720,50000.00,0.00
1234000000012436,5,2017-02-23 00:00:00,1000004939,2015-05-20 00:00:00,0520,0.00,0.00
1234000000026482,17,2017-02-23 00:00:00,1000006951,2015-06-15 00:00:00,0620,60000.00,0.00
1234000000000431,20,2017-02-23 00:00:00,1000009337,2014-02-25 00:00:00,0219,31000.00,0.00
1234000000026577,25,2017-02-23 00:00:00,1000007049,2012-03-29 00:00:00,0322,50000.00,27000.00
1234000000021511,20,2017-02-23 00:00:00,1000008923,2014-02-10 00:00:00,0219,240000.00,120000.00
1234000000006653,25,2017-02-23 00:00:00,1000004896,2010-11-01 00:00:00,1120,130000.00,0.00
1234000000024094,5,2017-02-23 00:00:00,1000003380,2009-07-08 00:00:00,0719,147600.00,123000.00
1234000000009534,17,2017-02-23 00:00:00,1000005384,2011-09-07 00:00:00,0921,40000.00,60000.00
1234000000001993,5,2017-02-23 00:00:00,1000004773,2010-10-13 00:00:00,1020,140000.00,145000.00
1234000000006158,5,2017-02-23 00:00:00,1000000753,2015-05-01 00:00:00,0520,70000.00,0.00
1234000000005948,17,2017-02-23 00:00:00,1000005563,2011-04-08 00:00:00,0421,600000.00,300000.00
1234000000000108,20,2017-02-23 00:00:00,1000000504,2003-04-21 00:00:00,1120,80000.00,90000.00
1234000000024389,17,2017-02-23 00:00:00,1000013488,2016-01-06 00:00:00,0121,30000.00,0.00
1234000000016750,20,2017-02-23 00:00:00,1000012894,2015-09-29 00:00:00,0920,42000.00,0.00
1234000000022000,5,2017-02-23 00:00:00,1000001264,2010-01-23 00:00:00,0119,200000.00,300000.00
1234000000015205,25,2017-02-23 00:00:00,1000005800,2015-03-05 00:00:00,0320,60000.00,85000.00
1234000000026618,25,2017-02-23 00:00:00,1000005534,2014-11-13 00:00:00,1119,59000.00,70800.00
1234000000018246,20,2017-02-23 00:00:00,1000013289,2015-11-30 00:00:00,1120,19000.00,0.00
1234000000018559,5,2017-02-23 00:00:00,1000012643,2015-08-21 00:00:00,0820,65000.00,116049.00
1234000000006777,25,2017-02-23 00:00:00,1000005293,2016-03-07 00:00:00,0321,95000.00,0.00
1234000000026398,20,2017-02-23 00:00:00,1000000672,2006-02-17 00:00:00,0221,1000000.00,600000.00
1234000000012411,20,2017-02-23 00:00:00,1000000397,2009-11-22 00:00:00,1119,84000.00,65000.00
1234000000021555,5,2017-02-23 00:00:00,1000003934,2010-02-10 00:00:00,0220,130000.00,149500.00
1234000000023127,20,2017-02-23 00:00:00,1000002030,2006-05-23 00:00:00,0521,43000.00,51600.00
1234000000010239,17,2017-02-23 00:00:00,1000011184,2014-12-16 00:00:00,1219,32000.00,0.00
1234000000019736,10,2017-02-23 00:00:00,1000010540,2014-08-15 00:00:00,0819,100000.00,0.00
1234000000008390,20,2017-02-23 00:00:00,1000011340,2015-01-23 00:00:00,0120,74000.00,104000.00
1234000000009450,10,2017-02-23 00:00:00,1000010155,2014-06-13 00:00:00,0619,30000.00,0.00
1234000000024829,10,2017-02-23 00:00:00,1000013110,2015-11-03 00:00:00,1120,52000.00,75000.00
1234000000009581,20,2017-02-23 00:00:00,1000013036,2015-10-21 00:00:00,1020,300000.00,320000.00
1234000000002948,20,2017-02-23 00:00:00,1000012834,2015-09-21 00:00:00,0920,28000.00,33600.00
1234000000021571,17,2017-02-23 00:00:00,1000011801,2015-05-29 00:00:00,0520,247000.00,0.00
1234000000024256,5,2017-02-23 00:00:00,1000005341,2011-02-10 00:00:00,0221,90000.00,0.00
1234000000014709,20,2017-02-23 00:00:00,1000011928,2015-04-30 00:00:00,0420,100000.00,200000.00
1234000000012342,20,2017-02-23 00:00:00,1000005038,2010-11-24 00:00:00,1120,40000.00,0.00
1234000000008444,25,2017-02-23 00:00:00,1000000533,2014-09-11 00:00:00,0919,200000.00,0.00
1234000000026677,25,2017-02-23 00:00:00,1000008419,2016-01-26 00:00:00,0121,30000.00,0.00
1234000000017839,25,2017-02-23 00:00:00,1000001014,2015-06-16 00:00:00,0620,120000.00,0.00
1234000000000974,25,2017-02-23 00:00:00,1000004578,2010-09-01 00:00:00,0920,300000.00,350000.00
1234000000023551,25,2017-02-23 00:00:00,1000006196,2015-02-25 00:00:00,0220,100000.00,0.00
1234000000011847,17,2017-02-23 00:00:00,1000009920,2014-05-16 00:00:00,0519,39000.00,0.00
1234000000014672,5,2017-02-23 00:00:00,1000005215,2011-01-06 00:00:00,0121,0.00,0.00
1234000000024295,5,2017-02-23 00:00:00,1000002645,2009-11-22 00:00:00,1119,128000.00,0.00
1234000000017411,25,2017-02-23 00:00:00,1000004450,2015-09-12 00:00:00,0920,211000.00,0.00
1234000000026955,5,2017-02-23 00:00:00,1000000250,2009-11-22 00:00:00,1119,156000.00,100000.00
1234000000006699,20,2017-02-23 00:00:00,1000013418,2015-12-22 00:00:00,1220,0.00,0.00
1234000000027498,20,2017-02-23 00:00:00,1000002548,2007-05-23 00:00:00,0517,112000.00,0.00
1234000000006101,17,2017-02-23 00:00:00,1000012159,2015-06-04 00:00:00,0620,37000.00,0.00
1234000000001572,25,2017-02-23 00:00:00,1000007076,2012-04-03 00:00:00,0417,244000.00,0.00
1234000000018252,10,2017-02-23 00:00:00,1000006230,2016-02-12 00:00:00,0221,140000.00,0.00
1234000000002576,20,2017-02-23 00:00:00,1000000457,2011-05-20 00:00:00,0521,250000.00,300000.00
1234000000018944,10,2017-02-23 00:00:00,1000002255,2009-11-22 00:00:00,1119,91000.00,93000.00
1234000000024200,25,2017-02-23 00:00:00,1000000310,2014-10-25 00:00:00,1019,288000.00,0.00
1234000000005355,20,2017-02-23 00:00:00,1000006117,2015-08-17 00:00:00,0820,32000.00,0.00
1234000000004130,10,2017-02-23 00:00:00,1000003325,2014-10-31 00:00:00,1019,128000.00,0.00
1234000000003360,20,2017-02-23 00:00:00,1000004426,2010-07-21 00:00:00,0720,115000.00,0.00
1234000000002053,20,2017-02-23 00:00:00,1000000023,2014-03-21 00:00:00,0319,100000.00,0.00
1234000000022336,5,2017-02-23 00:00:00,1000001620,2012-03-28 00:00:00,0322,30000.00,0.00
1234000000001650,5,2017-02-23 00:00:00,1000001180,2002-09-27 00:00:00,0921,40000.00,150000.00
1234000000010729,17,2017-02-23 00:00:00,1000013336,2015-12-09 00:00:00,1220,45000.00,38000.00
1234000000005747,20,2017-02-23 00:00:00,1000011704,2015-09-16 00:00:00,0920,150000.00,0.00
